X,Y,OBJECTID,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS
-106.344299000198646,39.642676999543937,463,VAI,"Vail, Colorado",241 South Frontage Road East,,Vail,CO,81657,BUS,08
-122.256222815930187,38.132982265918884,464,VAL,"Vallejo, California",4355 Sonoma Blvd.,Denny's Restaurant,Vallejo,CA,94589,BUS,06
-122.684722999866494,45.629803000008508,465,VAN,"Vancouver, Washington, United States",1301 West 11th Street,,Vancouver,WA,98660,RAIL,53
-119.296576999329034,34.276751999805015,467,VEC,"Ventura, California",Harbor Blvd and Figueroa Street,,Ventura,CA,93003,RAIL,06
-119.277710000715899,36.327273999995157,468,VIS,"Visalia, California",425 E. Oak Street,Visalia Transit Center,Visalia,CA,93291-5053,BUS,06
-122.227942999269942,38.134326999691325,469,VMW,"Marine World (Seasonal), Vallejo, California",Highway 37 and Fairgrounds Drive,See VAL for daily Vallejo bus stop,Vallejo,CA,94589,BUS,06
-118.447922000100164,34.21097900008084,470,VNC,"Van Nuys (Amtrak), California",7724 Van Nuys Blvd.,,Van Nuys,CA,91405,RAIL,06
-117.292129999699682,34.536628999728634,472,VRV,"Victorville, California",16858 D St.,"train on east side, bus on west side",Victorville,CA,92392,RAIL,06
-72.752471999982788,44.335072000072785,473,WAB,"Waterbury, Vermont",US Hwy 2 and Park Row,,Waterbury,VT,05676,RAIL,50
-119.331352000394475,35.594273000298756,474,WAC,"Wasco, California",700 G Street,,Wasco,CA,93280,RAIL,06
-91.012222000344991,38.561374999756481,475,WAH,"Washington, Missouri",301 West Front St.,,Washington,MO,63090-2118,RAIL,29
-93.740455999244944,38.763171999488236,476,WAR,"Warrensburg, Missouri",100 South Holden St.,,Warrensburg,MO,64093-2331,RAIL,29
-77.006370999521948,38.89730499952617,477,WAS,"Washington, District of Columbia",50 Massachusetts Ave NE,Union Station,Washington,DC,20002-4214,RAIL,11
-89.11887241063323,44.356113026095329,478,WAU,"Waupaca, Wisconsin",1222 West Fulton St.,Waupaca Mobil Travel Center,Waupaca,WI,54981-8236,BUS,55
-76.708054000391769,37.275725999555277,479,WBG,"Williamsburg, Virginia",468 North Boundary Street,,Williamsburg,VA,23185-3650,RAIL,51
-122.819419957564946,42.456943480057589,480,WCT,"White City, Oregon",7455 Highway 62,at Highway 140,White City,OR,97503,BUS,41
-77.24827599983746,38.65744399994071,481,WDB,"Woodbridge, Virginia",1040 Express Way,,Woodbridge,VA,22194,RAIL,51
-89.775078000349424,43.624785999274479,482,WDL,"Wisconsin Dells, Wisconsin",Superior and La Crosse Sts.,,Wisconsin Dells,WI,53965,RAIL,55
-82.167418999587142,29.790170999891757,483,WDO,"Waldo, Florida",14648 NE 147th Avenue,Intersection Hwy 301 & SR24,Waldo,FL,32694-0802,BUS,12
-69.385610017788053,44.101439995459486,484,WDR,"Waldoboro, Maine",US hwy 1 and hwy 32,Clipper Mart/Texaco Station,Waldoboro,ME,04572,BUS,23
-70.609630999870717,43.321826000069905,485,WEM,"Wells, Maine",696 Sanford Road,,Wells,ME,04090,RAIL,23
-120.305840000015962,47.421623000501143,486,WEN,"Wenatchee, Washington",Kittitas & South Columbia Sts.,Bus stop is across the street from train platform,Wenatchee,WA,98801-6008,RAIL,53
-72.825355999379838,41.457068999534727,487,WFD,"Wallingford, Connecticut",37 Hall Avenue,,Wallingford,CT,06492,RAIL,09
-114.33515899978795,48.413570000355264,488,WFH,"Whitefish, Montana",500 Depot Street,,Whitefish,MT,59937-2567,RAIL,30
-113.971642000377983,48.498733999474553,489,WGL,"West Glacier, Montana",Hwy 2 and Going-to-the-Sun Rd.,,West Glacier,MT,59936,RAIL,30
-73.403107000087971,43.554965999980993,490,WHL,"Whitehall, New York",Main St. and Saunders St.,,Whitehall,NY,12887,RAIL,36
-104.967899945625959,42.046620271008749,491,WHT,"Wheatland, Wyoming",1857 West Mariposa Parkway,Conoco Gas Station,Wheatland,WY,82201-3132,BUS,56
-120.966316000682866,45.657309999556901,492,WIH,"Wishram, Washington",1 Railroad Avenue,,Wishram,WA,98673,RAIL,53
-75.552177000568065,39.736915999873531,493,WIL,"Wilmington, Delaware",100 South French Street,"(at Martin Luther King, Jr. Blvd. & French st.)",Wilmington,DE,19801-5036,RAIL,10
-91.641747000023997,44.044937000542177,494,WIN,"Winona, Minnesota",65 East Mark Street,,Winona,MN,55987-3611,RAIL,27
-105.81736800033292,39.948696000420114,495,WIP,"Winter Park/Fraser, Colorado",205 Fraser Avenue,,Fraser,CO,80442,RAIL,08
-77.908295000114151,35.72306799968851,496,WLN,"Wilson, North Carolina",401 East Nash Street,,Wilson,NC,27893,RAIL,37
-110.693085000272504,35.020908000403949,497,WLO,"Winslow, Arizona",501 East Second Street,,Winslow,AZ,86047,RAIL,04
-71.830687999951181,41.381015999688714,498,WLY,"Westerly, Rhode Island",14 Railroad Avenue,,Westerly,RI,02891,RAIL,44
-112.191460000578502,35.249149000126295,499,WMA,"Williams, Arizona",233 North Grand Canyon Blvd,Grand Canyon Railway Depot,Williams,AZ,86046-2563,BUS,04
-112.188667000381713,35.252391999491238,500,WMJ,"Williams Junction, Arizona",No address.  Reserve from WMA.,Free shuttle provided WMA-WMJ.,Williams Junction,AZ,86046,RAIL,04
-72.643761000469738,41.851916999470006,501,WND,"Windsor, Connecticut",41 Central St.,,Windsor,CT,06095-2908,RAIL,09
-84.928084999423163,45.273730999486077,502,WNK,"Walloon Lake, Michigan",Hwy 131 & Hwy 75,,Walloon Lake,MI,49796,BUS,26
-72.625886662739276,41.913552956803585,503,WNL,"Windsor Locks, Connecticut",South Main St at Stanton Road,,Windsor Locks,CT,06096,RAIL,09
-72.385452000009764,43.480441999598668,504,WNM,"Windsor, Vermont",26 Depot Ave,,Windsor,VT,05089-1407,RAIL,50
-117.73156700001698,40.969542999310022,505,WNN,"Winnemucca, Nevada",209 Railroad Street,,Winnemucca,NV,89445,RAIL,32
-90.956160999730344,36.068317000229456,506,WNR,"Walnut Ridge, Arkansas",109 Southwest Front Street,,Walnut Ridge,AR,72476,RAIL,05
-80.246208000099102,36.09293400050376,507,WNS,"Winston-Salem, North Carolina",100 West 5th Street,"City Transfer Center, 5th & Trade Sts",Winston-Salem,NC,27101,BUS,37
-123.902224489768344,46.159050302729327,508,WNT,"Warrenton, Oregon",695 S. Highway 101,Fred Meyers Shopping Center,Warrenton,OR,97146,BUS,41
-71.14011580569985,42.513972414695218,509,WOB,"Woburn, Massachusetts",100 Atlantic Ave.,Woburn-Anderson Regional Trans Center,Woburn,MA,01801-1081,RAIL,25
-71.793327000140891,42.261379000640432,510,WOR,"Worcester, Massachusetts",2 Washington Square,Worcester Union Station,Worcester,MA,01604,RAIL,25
-80.062462000021242,26.71234099963749,511,WPB,"West Palm Beach, Florida",201 South Tamarind Ave,,West Palm Beach,FL,33402,RAIL,12
-81.351981999769464,28.597131999542171,512,WPK,"Winter Park, Florida",150 West Morse Blvd,,Winter Park,FL,32789-3825,RAIL,12
-105.640358000621177,48.090782000488957,513,WPT,"Wolf Point, Montana",320 Front Street,,Wolf Point,MT,59201-1413,RAIL,30
-72.317954999923245,43.648556000059386,514,WRJ,"White River Jct., Vermont",102 Railroad Row,,White River Jct.,VT,05001-7042,RAIL,50
-72.608681000627655,44.257361999356817,516,MPR,"Montpelier, Vermont",Junction Rd and Short Rd,,Montpelier,VT,05602,RAIL,50
-77.961502000416942,39.458271000506329,517,MRB,"Martinsburg, West Virginia",229 East Martin St.,,Martinsburg,WV,25401,RAIL,54
-112.047928000576746,33.058437000267418,518,MRC,"Maricopa, Arizona",19427 N. John Wayne Parkway,P.O. Box 897,Maricopa,AZ,85239,RAIL,04
-119.96954299950977,37.489658000416455,519,MRP,"Mariposa, California",5158 State Highway 140,Visitor Center Stop Hwy 140 at Hwy 49,Mariposa,CA,95338,BUS,06
-121.597189379985878,39.143575292865535,520,MRV,"Marysville, California",I Street between 8th and 9th,Yuba-Sutter Transit Shelter,Marysville,CA,95901-5211,BUS,06
-121.892562999682639,36.598010999807855,521,MRY,"Monterey (Transit Plaza), California",500 Tyler Street,Corner of East Pearl Street and Tyler Street,Monterey,CA,93940,BUS,06
-89.39875799958196,43.075871000046675,522,MSN,"Madison, Wisconsin",800 Langdon St.,Univ of Wisconsin Memorial Union,Madison,WI,53706-1419,BUS,55
-93.186325000498357,44.963329000632939,523,MSP,"St. Paul/Minneapolis, Minnesota",Midway Station,730 Transfer Road,St. Paul,MN,55114-1498,RAIL,27
-77.473846000492472,38.75003400066862,524,MSS,"Manassas, Virginia",9431 West Street,,Manassas,VA,20110,RAIL,51
-91.55123899997983,40.971305999672211,525,MTP,"Mt. Pleasant, Iowa",418 North Adams Street,,Mt. Pleasant,IA,52641,RAIL,19
-122.136352999691155,38.019733000477629,527,MTZ,"Martinez, California",601 Marina Vista Ave.,,Martinez,CA,94553-1132,RAIL,06
-92.812355000183061,34.365916999969613,528,MVN,"Malvern, Arkansas",200 East First St.,,Malvern,AR,72104-3922,RAIL,05
-122.329780999293632,48.43558900043206,529,MVW,"Mount Vernon, Washington",105 East Kincaid St.,Skagit Transportation Center,Mount Vernon,WA,98273-4327,RAIL,53
-121.901420128436143,36.617919336907903,530,MYA,"Monterey (Aquarium), California",886 Cannery Row,Monterey Bay Aquarium (In Front of),Monterey,CA,94940-1023,BUS,06
-121.876788462017885,36.593166775526299,531,MYH,"Monterey (Hyatt Regency), California",1 Old Golf Course Road,Hyatt Regency Hotel,Monterey,CA,93940,BUS,06
-121.894673951341758,36.600670849080473,532,MYM,"Monterey (Marriott), California",350 Calle Principal,Marriott Hotel,Monterey,CA,93940,BUS,06
-71.959784999777867,41.34920100022606,533,MYS,"Mystic, Connecticut",2 Roosevelt Avenue,U.S.Route 1,Mystic,CT,06355,RAIL,09
-121.89305447558354,36.595747363949727,534,MYT,"Monterey (Travelodge), California",675 Munras Street,Casa Munras Garden Hotel,Monterey,CA,93940,BUS,06
-116.557158999987848,43.576321000014218,535,NAM,"Nampa, Idaho",3116 Garrity Blvd,Suite 11,Nampa,ID,83651,BUS,16
-74.448502000566862,40.495353999887243,537,NBK,"New Brunswick, New Jersey",French and Albany Streets,New Jersey Transit Station,New Brunswick,NJ,08901,RAIL,34
-86.739875999977357,41.787949000246215,538,NBM,"New Buffalo, Michigan",517 South Whittaker Street,,New Buffalo,MI,49117,RAIL,26
-89.262962000196126,36.112449999368039,539,NBN,"Newbern-Dyersburg, Tennessee",108 Jefferson St,,Newbern,TN,38059,RAIL,47
-94.639670999916689,31.618300999391636,540,NCG,"Nacogdoches, Texas",University Drive & Starr Road,Mobil Oil Convenience Store,Nacogdoches,TX,75963,BUS,48
-123.760241106142075,45.902500334822662,541,NCM,"Necanicum Junction, Oregon",Hwy 26 and Hwy 53,Bus stop is 100 ft east of junction,Necanicum Junction,OR,97301,BUS,41
-76.864432999283451,38.953330999426157,542,NCR,"New Carrollton, Maryland",4300 Garden City Drive,,New Carrollton,MD,20785-2209,RAIL,24
-70.918962251506684,42.815954655682845,543,NBT,"Newburyport, Massachusetts",90 Storey Avenue,,Newburyport,MA,01950,BUS,25
-70.80803224948869,43.062863264428188,544,PTS,"Portsmouth, New Hampshire",185 Grafton Drive,Portsmouth Transportation Center,Portsmouth,NH,03801,BUS,33
-111.759427544045877,34.871085784081743,545,SDC,"Sedona (Center Bus Stop), Arizona",300 North Highway 89A,Canyon Breeze Restaurant,Sedona,AZ,86336,BUS,04
-114.604874000134942,34.840279000175769,547,NDL,"Needles, California",900 Front Street,,Needles,CA,92363,RAIL,06
-97.344604000773984,38.047309999656818,548,NEW,"Newton, Kansas",414 North Main St.,Newton Station,Newton,KS,67114-2203,RAIL,20
-76.291122515391748,36.853515441984086,549,NFK,"Norfolk, Virginia",215 W York Street,Stop on West Bute Street at York Street Garage,Norfolk,VA,23510,BUS,51
-79.030662999697654,43.113601999832497,550,NFL,"Niagara Falls, New York, United States",27th St. and Lockport Rd.,,Niagara Falls,NY,14305,RAIL,36
-118.526752309671338,34.378984954192333,552,NHL,"Santa Clarita-Newhall, California",24300 Railroad Avenue,Metrolink Station,Santa Clarita,CA,91321-0000,RAIL,06
-71.633326904413082,43.619875482367661,553,NHN,"New Hampton, New Hampshire",325 Route 104,Munce's Konvenience Store/CITGO,New Hampton,NH,03256-4219,BUS,33
-72.925994999869317,41.298668000028215,554,NHV,"New Haven, Connecticut",50 Union Avenue,Union Station,New Haven,CT,06519-1754,RAIL,09
-91.823516999809669,30.008487999721467,555,NIB,"New Iberia, Louisiana",West Washington St.,"at railroad tracks, downtown",New Iberia,LA,70560,RAIL,22
-72.09388699928553,41.354332000321619,556,NLC,"New London, Connecticut",27 Water Street,,New London,CT,06320,RAIL,09
-86.253616000577949,41.836575000635833,557,NLS,"Niles, Michigan",598 Dey St.,,Niles,MI,49120-1745,RAIL,26
-90.079596999501916,29.946796000235281,560,NOL,"New Orleans, Louisiana",1001 Loyola Avenue,NEW ORLEANS UNION PASSENGER TERMINAL,New Orleans,LA,70113,UNK,22
-97.442169000698811,35.219627000285868,561,NOR,"Norman, Oklahoma",200 South Jones Avenue,,Norman,OK,73069-6023,RAIL,40
-76.45104999985756,37.019355999479842,562,NPN,"Newport News, Virginia",9304 Warwick Boulevard,,Newport News,VA,23601-4535,RAIL,51
-124.059525000578276,44.626014999992321,563,NPO,"Newport, Oregon",956 SW 10th Street,Greyhound Station,Newport,OR,97365,BUS,41
-88.145049999258049,41.779507000347849,564,NPV,"Naperville, Illinois",105 E. Fourth Ave.,Corner of 4th Ave. & Ellsworth St.,Naperville,IL,60540,RAIL,17
-75.753348999356774,39.67032199916099,566,NRK,"Newark, Delaware",429 South College Ave.,,Newark,DE,19711-5105,RAIL,10
-73.782005000130596,40.913921000054188,567,NRO,"New Rochelle, New York",1 Railroad Plaza,Metro-North Station,New Rochelle,NY,10801-6353,RAIL,36
-78.705933663907444,35.794048809704861,568,NSF,"North Carolina State Fair, North Carolina",1025 Blue Ridge Blvd.,at the railroad crossing,Raleigh,NC,27607-3902,RAIL,37
-74.164885999489229,40.734279999522414,569,NWK,"Newark (Penn Station), New Jersey",1 Raymond Plaza West,Market Street,Newark,NJ,07102-5405,RAIL,34
-73.991867000361765,40.749680000131946,570,NYP,"New York (Penn Station), New York",8th Ave 31st  Street / 8th Ave 33rd Street,Pennsylvania Station,New York,NY,10001,RAIL,36
-122.197740496826441,37.751881256914544,571,OAC,"Coliseum/Oakland Airport, Oakland, California",700 73rd Avenue,Across San Leandro Blvd. from BART station,Oakland,CA,94621-3316,RAIL,06
-82.136390999544972,29.19222800062181,572,OCA,"Ocala, Florida",531 Northeast First Ave,,Ocala,FL,34470-6647,BUS,12
-111.978905000265513,41.221572999794148,573,OGD,"Ogden, Utah",2393 Wall Avenue,Greyhound Bus Station,Ogden,UT,84401,BUS,49
-119.582265484464529,48.362645885898985,574,OGW,"Okanagan,  Washington",310 2nd Ave South,Food Depot,Okanogan,WA,98840,BUS,53
-97.512634000058995,35.466145000191659,575,OKC,"Oklahoma City, Oklahoma",100 South E.K. Gaylord Blvd.,,Oklahoma City,OK,73102,RAIL,40
-80.830306999468405,27.251219000056835,576,OKE,"Okeechobee, Florida",801 North Parrott Avenue,,Okeechobee,FL,34972-2130,RAIL,12
-122.270743999935632,37.794646999659335,577,OKJ,"Oakland, California",245 Second Street,,Oakland,CA,94607,RAIL,06
-72.708351000498226,43.400619999513424,579,OKO,"Okemo, Vermont",77 Okemo Ridge Rd,The Inn at Jackson Gore,Ludlow,VT,05149-9692,BUS,50
-117.199988125751361,32.755454962276758,580,OLT,"San Diego (Old Town), California",4005 Taylor Street,,San Diego,CA,92110,RAIL,06
-122.795806999993033,46.990662000750774,581,OLW,"Olympia/Lacey, Washington",6600 Yelm Highway S.E.,,Lacey,WA,98513-6481,RAIL,53
-95.927421999925343,41.250168000053236,582,OMA,"Omaha, Nebraska",1003 S. 9th Street,,Omaha,NE,68108,RAIL,31
-119.519487672318178,48.416285380965633,583,OMW,"Omak, Washington",800 East Riverside Drive,Shell Station/Food Mart,Omak,WA,98841-9580,BUS,53
-117.647857999646931,34.061706999778266,584,ONA,"Ontario, California",228 South Plum Street,Amtrak Passenger Platform,Ontario,CA,91764,RAIL,06
-116.957066353729203,44.027170344935541,585,ONT,"Ontario, Oregon",653 East Idaho Avenue,Pilot Truck Stop,Ontario,OR,97914,BUS,41
-70.37484799973538,43.515784000731117,586,ORB,"Old Orchard Beach, Maine (Seasonal)",11 First Street,Chamber of Commerce,Old Orchard Beach,ME,04064,RAIL,23
-122.596408000229019,45.365430999640978,587,ORC,"Oregon City, Oregon",1757 Washington Street,,Oregon City,OR,97045,RAIL,41
-81.381743999885657,28.525694000277952,588,ORL,"Orlando, Florida",1400 Sligh Blvd.,,Orlando,FL,32806-3905,RAIL,12
-68.670621171529831,44.903473416764825,589,ORO,"Orono (University of Maine), Maine",Squapan Rd and Gym Dr,Memorial Gymnasium,Orono,ME,04473,BUS,23
-121.570182999745612,39.51986700006205,590,ORV,"Oroville, California",Hwy 70 and Grand Ave.,Park and Ride,Oroville,CA,95965,BUS,06
-72.376022000414935,41.300533000597568,591,OSB,"Old Saybrook, Connecticut",455 Boston Post Road,Saybrook Junction Market Place,Old Saybrook,CT,06475-1516,RAIL,09
-93.765747000024021,41.037445000086734,592,OSC,"Osceola, Iowa",Main & East Clay Streets,,Osceola,IA,50213,RAIL,19
-117.378623999897627,33.192580999913275,593,OSD,"Oceanside, California",235 South Tremont Street,Oceanside Transit Center,Oceanside,CA,92054,RAIL,06
-88.537337999848774,44.015017999481131,594,OSH,"Oshkosh, Wisconsin",525 West 20th Ave.,Wittman Field,Oshkosh,WI,54902-6871,BUS,55
-92.415672000162658,41.019641999278917,595,OTM,"Ottumwa, Iowa",210 West Main Street,,Ottumwa,IA,52501,RAIL,19
-119.174866000165764,34.198833000242814,596,OXN,"Oxnard, California",201 East Fourth Street,Oxnard Transportation Center,Oxnard,CA,93030,RAIL,06
-81.640540999467532,29.649308999810557,598,PAK,"Palatka, Florida",220 North 11th Street,,Palatka,FL,32077-3615,RAIL,12
-75.483748999816441,40.042286000498564,599,PAO,"Paoli, Pennsylvania",13 Lancaster Ave.,Lancaster Pike & North Valley Rd,Paoli,PA,19301,RAIL,42
-75.921775999862462,39.959182999296047,600,PAR,"Parkesburg, Pennsylvania",W. First and S. Culvert Streets,,Parkesburg,PA,19365,RAIL,42
-118.140426999506417,34.14333000017939,601,PAS,"Pasadena, California",150 South Los Robles Ave.,Pasadena Hilton Hotel,Pasadena,CA,91101-2441,BUS,06
-90.393433000232733,36.753985999854081,602,PBF,"Poplar Bluff, Missouri",400 South Main St.,,Poplar Bluff,MO,63901-5855,RAIL,29
-82.052657999866767,27.012430000444226,604,PCH,"Port Charlotte, Florida",909 King Highway,"Amoco/BP Convenience Store, I-75 exit 170",Port Charlotte,FL,33980-4248,BUS,12
-89.461677999939695,41.386905999712155,605,PCT,"Princeton, Illinois",107 Bicentennial Dr.,,Princeton,IL,61356,RAIL,17
-120.801589999978489,38.727833000292776,606,PCV,"Placerville, California",Mosquito Rd. and Clay St.,Placerville Station Transit Center,Placerville,CA,95667,BUS,06
-122.675025999650131,45.52868299982066,607,PDX,"Portland, Oregon",800 NW Sixth Ave.,Union Station,Portland,OR,97209-3789,RAIL,41
-118.789504999755877,45.671852000169736,608,PEN,"Pendleton, Oregon",320 SW Court Street,Greyhound Station,Pendleton,OR,97801,BUS,41
-79.993256000264182,40.445041999988348,609,PGH,"Pittsburgh, Pennsylvania",1100 Liberty Avenue,,Pittsburgh,PA,15222,RAIL,42
-112.009047999965219,33.43753100035542,610,PHA,"Phoenix (Airport), Arizona",3400 East Sky Harbor Blvd.,"City-to-City Transport Desk, Terminals 2, 3, or 4",Phoenix,AZ,85034,BUS,04
-112.035990513051729,33.436810378096538,611,PHG,"Phoenix (Greyhound), Arizona",2115 East Buckeye Road,,Phoenix,AZ,85034,BUS,04
-75.183188999772483,39.954609000604933,612,PHL,"Philadelphia (30th St), Pennsylvania",2955 Market St.,30th Street Station,Philadelphia,PA,19104-2898,RAIL,42
-75.154365999791025,39.996906000511558,613,PHN,"Philadelphia (North), Pennsylvania",2900 North Broad St.,Broad St. and Glenwood Ave.,Philadelphia,PA,19132-2400,RAIL,42
-89.688231999207346,40.670082000484001,614,PIA,"Peoria, Illinois",6100 West Everett M. Dirksen Parkway,"Greater Peoria Airport, lower level",Peoria,IL,61607-1220,BUS,17
-89.680138000068609,30.524711999559202,615,PIC,"Picayune, Mississippi",US 11 at Tate Street,,Picayune,MS,39466,RAIL,28
-73.256041999938304,42.450401000305988,616,PIT,"Pittsfield, Massachusetts",1 Columbus Avenue,at North St. (US Hwy 7),Pittsfield,MA,01201-5058,RAIL,25
-74.623230000264243,40.317218999557213,617,PJC,"Princeton Junction, New Jersey",2 Wallace Road,,Princeton Junction,NJ,08550-1008,RAIL,34
-73.95207199982292,41.920891000219513,667,RHI,"Rhinecliff, New York",Hutton and Charles Sts.,,Rhinecliff,NY,12574,RAIL,36
-122.3530500003572,37.936084999323327,668,RIC,"Richmond, California",1700 Nevin Avenue,BART Station,Richmond,CA,94802,RAIL,06
-117.369621000208952,33.976521000543812,669,RIV,"Riverside, California",4066 Vine St.,Metrolink Station,Riverside,CA,92507-4223,RAIL,06
-85.559653999832165,43.119095000433958,670,RKF,"Rockford, Michigan",US 131 & 10 Mile Road NE,"Amoco Station, Exit 97",Rockford,MI,49341,BUS,26
-77.146670176887142,39.084517624388923,671,RKV,"Rockville, Maryland",251 Hungerford Drive at Park Rd.,Metro/Amtrak/MARC station,Rockville,MD,20850,RAIL,24
-121.236274999691432,38.791546000347694,672,RLN,"Rocklin, California",Rocklin Rd. and Railroad Ave.,,Rocklin,CA,95677,RAIL,06
-77.797897000146406,35.938151999715046,673,RMT,"Rocky Mount, North Carolina",101 Hammond Street,,Rocky Mount,NC,27804-5820,RAIL,37
-119.811234000648597,39.528640999982201,674,RNO,"Reno, Nevada",280 North Center St.,"East Commercial Row and Center St., by Harrah's Ca",Reno,NV,89501-1425,RAIL,32
-77.609528000017121,43.162604999621067,675,ROC,"Rochester, New York",320 Central Avenue,,Rochester,NY,14605,RAIL,36
-69.109182323005768,44.106585880234263,676,ROD,"Rockland, Maine",517A Main St.,Maine State Ferry Terminal,Rockland,ME,04841-3366,BUS,23
-75.451439000009827,43.199225999480348,677,ROM,"Rome, New York",6599 Martin Street,,Rome,NY,13440,RAIL,36
-83.147841999508614,42.489043999880721,678,ROY,"Royal Oak, Michigan",202 South Sherman Ave.,,Royal Oak,MI,48069,RAIL,26
-122.709921799451479,38.348021234192629,679,RPC,"Rohnert Park, California",6335 Redwood Drive,Transit Stop,Rohnert Park,CA,94928,BUS,06
-72.665848000085077,43.922854999558638,680,RPH,"Randolph, Vermont",South Main and Salisbury Sts.,Depot Square,Randolph,VT,05060,RAIL,50
-124.111599347032211,43.698410505840229,681,RPT,"Reedsport, Oregon",1401 Highway 101 South,Sunrise Shop-n-Save,Reedsport,OR,97467-1605,BUS,41
-73.371094000487687,44.994800999566507,683,RSP,"Rouses Point, New York",Delaware and Pratt Sts.,,Rouses Point,NY,12979,RAIL,36
-121.284461999621556,38.750565000874133,684,RSV,"Roseville, California",201 Pacific Street,,Roseville,CA,95678-2242,RAIL,06
-71.149939999731146,42.207874000085098,685,RTE,"Westwood, Route 128 Station, Massachusetts",50 University Ave,,Westwood,MA,02090-2307,RAIL,25
-88.159728320905231,40.310512024810123,686,RTL,"Rantoul, Illinois",West Sangamon and North Kentucky Aves.,,Rantoul,IL,61866,RAIL,17
-118.36475068999232,47.119020721029528,687,RTZ,"Ritzville, Washington",1503 South Smittys Blvd.,Zips Drive Inn,Ritzville,WA,99169,BUS,53
-72.982246000252644,43.607258000356467,688,RUD,"Rutland, Vermont",25 Evelyn Street,,Rutland,VT,05701,RAIL,50
-99.997626999986039,48.369285999649207,689,RUG,"Rugby, North Dakota",201 West Dewey Street,,Rugby,ND,58368,RAIL,38
-77.429790000408161,37.534060000268823,690,RVM,"Richmond (Main St), Virginia",1500 East Main Street,,Richmond,VA,23219,RAIL,51
-77.496581999459693,37.614250000237348,691,RVR,"Richmond (Staples Mill Rd), Virginia",7519 Staples Mill Road,,Richmond,VA,23228,RAIL,51
-73.086411000567182,44.810951000088664,692,SAB,"St. Albans, Vermont",40 Federal Street,,St Albans,VT,05478,RAIL,50
-121.499550000731915,38.584030000384246,693,SAC,"Sacramento, California",401 I Street,,Sacramento,CA,95814-2308,RAIL,06
-105.925018000380362,35.685897999692997,694,SAF,"Santa Fe (Lamy Shuttle), New Mexico",No specific stop location,Door to door service,Santa Fe,NM,87501,BUS,35
-80.457420000532579,35.673419999833186,695,SAL,"Salisbury, North Carolina",Depot and Liberty Sts.,,Salisbury,NC,28144,RAIL,37
-117.168563999528942,32.716164000268463,696,SAN,"San Diego (Downtown), California",1050 Kettner Blvd,,San Diego,CA,92101-3339,RAIL,06
-70.447612000793185,43.496303999929694,697,SAO,"Saco, Maine",130 Main Street,Saco Island on Main Street,Saco,ME,04072-3502,RAIL,23
-119.0694430002942,34.347713000454632,698,SAP,"Santa Paula, California",245 South Palm Avenue,at Highway 126,Santa Paula,CA,93060-3376,BUS,06
-73.810157999791841,43.082115000207125,699,SAR,"Saratoga Springs, New York",26 Station Lane,,Saratoga Springs,NY,12866,RAIL,36
-98.478133999784234,29.419104000349364,700,SAS,"San Antonio, Texas",350 Hoefgen Street,,San Antonio,TX,78205,RAIL,48
-120.415252999526274,34.951129999449961,701,SAT,"Santa Maria, California",205 South Nicholson Avenue,International House of Pancakes,Santa Maria,CA,93455,BUS,06
-81.144156999945551,32.078505999652236,702,SAV,"Savannah, Georgia",2611 Seaboard Coastline Drive,,Savannah,GA,31401-1634,RAIL,13
-119.690720000027966,34.413924999738981,703,SBA,"Santa Barbara, California",209 State Street,,Santa Barbara,CA,93101-3833,RAIL,06
-81.434746000627399,27.497257000310356,705,SBG,"Sebring, Florida",601 East Center St,,Sebring,FL,33870-3513,RAIL,12
-111.853226000679342,48.505313999841292,706,SBY,"Shelby, Montana",230 W Central Avenue,,Shelby,MT,59474-2050,RAIL,30
-121.938200216566713,37.351997276553107,708,SCC,"Santa Clara (Caltrain/ACE), California",1001 Railroad Ave.,,Santa Clara,CA,95050-4319,BUS,06
-94.147789000262094,45.566891000019666,709,SCD,"St. Cloud, Minnesota",555 East St. Germain Street,,St. Cloud,MN,56304-0751,RAIL,27
-90.812652999935949,29.746907999504629,710,SCH,"Schriever, Louisiana",Hwy 20 and Hwy 24,,Schriever,LA,70395,RAIL,22
-121.495289217923016,38.57590796937734,711,SCS,"Sacramento (State Capitol), California",1389 10th Street,Drop-Only Bus Stop,Sacramento,CA,95814-4905,BUS,06
-122.023941000376851,36.9705009993217,712,SCZ,"Santa Cruz (Metro Center), California",920 Pacific Ave,Highway 17 Express - Metro Center Boards Lane 2,Santa Cruz,CA,95060,BUS,06
-89.78243299958325,30.278232999653255,713,SDL,"Slidell, Louisiana",1827 Front Street,,Slidell,LA,70458,RAIL,22
-73.942824999673974,42.815265999826067,714,SDY,"Schenectady, New York",332 Erie Blvd.,,Schenectady,NY,12305-1817,RAIL,36
-122.32842999994449,47.598911000442342,716,SEA,"Seattle (Amtrak), Washington",303 South Jackson Street,King St. Station,Seattle,WA,98104-2868,RAIL,53
-93.228377999944712,38.711871999892935,717,SED,"Sedalia, Missouri","100 block of Main Street, through parking lot",Temporary entrance due to construction,Sedalia,MO,65301,RAIL,29
-81.288582000658778,28.807592000370562,718,SFA,"Sanford (Auto Train), Florida",600 South Persimmon Avenue,,Sanford,FL,32771-2385,RAIL,12
